"Name","Distance (LY)","Controlling Faction","Needs Permit"
"Running Man Sector CQ-Y d24","38.6376521551517","","false"
"2MASS J05341202-0524196","38.6516013777243","","false"
"V1435 Orionis","38.6755964118525","","false"
"V1717 Orionis","38.771894016478","","false"
"Armstrong","38.7998796913405","","false"
"2MASS J05352321-0521357","38.8429580570919","","false"
"2MASS J05362768-0542216","38.8945389000821","","false"
"Running Man Sector GB-X c1-3","38.908207782067","","false"
"2MASS J05361080-0556499","38.9203162323355","","false"
"2MASS J05334192-0506148","38.9311918044195","","false"
"2MASS J05360416-0504088","38.9387163734566","","false"
"KK Orionis","38.9662564358574","","false"
"2MASS J05353734-0621191","38.9696646845338","","false"
"V1591 Orionis","38.9854865823488","","false"
"2MASS J05351379-0519254","39.035615748634","","false"
"V362 Orionis","39.0361035813322","","false"
"2MASS J05350738-0548010","39.0508607659614","","false"
"2MASS J05345373-0505489","39.087966698525","","false"
"V2167 Orionis","39.1332359542372","","false"
"V731 Orionis","39.1375528983993","","false"
"V2040 Orionis","39.1495280543074","","false"
"JW 797","39.1618611302821","","false"
"2MASS J05352686-0511076","39.1947386655722","","false"
"2MASS J05355395-0527380","39.2142801237636","","false"
"V2178 Orionis","39.2732937447638","","false"
"Running Man Sector BQ-Y d19","39.2812002784093","","false"
"2MASS J05352989-0512103","39.3142760926295","","false"
"Aldrin","39.3190699001451","","false"
"Running Man Sector GW-W c1-8","39.3300462631625","","false"
"V2252 Orionis","39.3777032802194","","false"
"2MASS J05351797-0530315","39.3827621317373","","false"
"V2577 Orionis","39.3878203335117","","false"
"2MASS J05351609-0524112","39.4378095273115","","false"
"2MASS J05354049-0452260","39.4565375999339","","false"
"Sevastyanov","39.4882300502314","","false"
"V1476 Orionis","39.4952281532212","","false"
"V2385 Orionis","39.5187109560142","","false"
"V2617 Orionis","39.5297183497745","","false"
"V2598 Orionis","39.5422785999366","","false"
"V2586 Orionis","39.5550076831303","","false"
"V1505 Orionis","39.5757160982275","","false"
"2MASS J05353270-0630181","39.57649337833","","false"
"2MASS J05351715-0526456","39.5874477028388","","false"
"V2057 Orionis","39.5974618425853","","false"
"V417 Orionis","39.6072268894832","","false"
"2MASS J05360282-0532543","39.618222014939","","false"
"V1281 Orionis","39.643541107758","","false"
"V364 Orionis","39.6932328536616","","false"
"V1665 Orionis","39.7190573355537","","false"
"AD95 1510","39.7391887813528","","false"
"2MASS J05344892-0531315","39.7657938355944","","false"
"2MASS J05344845-0531072","39.7757139706505","","false"
"V1316 Orionis","39.846936147118","","false"
"2MASS J05345714-0533294","39.8577793927986","","false"
"2MASS J05343911-0534023","39.8653127927337","","false"
"V404 Orionis","39.9078773160763","","false"
"2MASS J05353821-0514190","39.9910390353264","","false"
"V497 Orionis","40.0031004657764","","false"
"Running Man Sector RT-Q b5-0","40.0249677935536","","false"
"Running Man Sector GW-W c1-17","40.0608667763817","","false"
"2MASS J05351465-0520424","40.0720664280306","","false"
"2MASS J05352241-0525093","40.0847247246379","","false"
"2MASS J05360027-0623473","40.0956254432762","","false"
"2MASS J05340745-0513365","40.133979719497","","false"
"2MASS J05344441-0526061","40.1524682071352","","false"
"PMD2009 64","40.1814609576046","","false"
"V1525 Orionis","40.220000466186","","false"
"Running Man Sector GB-X c1-2","40.4212921537029","","false"
"2MASS J05352619-0613385","40.4287809379036","","false"
"2MASS J05352232-0533559","40.4440682455413","","false"
"V1533 Orionis","40.4644906059622","","false"
"V1975 Orionis","40.4739499554961","","false"
"V1912 Orionis","40.481537554946","","false"
"V1458 Orionis","40.506967957686","","false"
"V2010 Orionis","40.5218642756599","","false"
"V1495 Orionis","40.5349603159112","","false"
"2MASS J05351057-0533136","40.5916810481224","","false"
"V2298 Orionis","40.6060532741117","","false"
"2MASS J05350660-0526509","40.6079291056562","","false"
"V2651 Orionis","40.6114640911283","","false"
"V2004 Orionis","40.6162490574893","","false"
"Parenago 1474","40.6219830610533","","false"
"V2591 Orionis","40.6344820664974","","false"
"Parenago 2146","40.6617622127964","","false"
"2MASS J05352398-0525098","40.6647281705841","","false"
"V2456 Orionis","40.6662050648324","","false"
"V848 Orionis","40.6802268845074","","false"
"2MASS J05335672-0521339","40.7041656536834","","false"
"Running Man Sector GW-W c1-7","40.7220595354962","","false"
"AU Orionis","40.795950415605","","false"
"IM Orionis","40.8267586118467","","false"
"PMD2009 126","40.8668044153809","","false"
"2MASS J05343371-0540227","40.8768395992767","","false"
"2MASS J05350545-0525558","40.9200105770392","","false"
"V1904 Orionis","40.9418055941906","","false"
"V815 Orionis","40.9456695092717","","false"
"V1557 Orionis","40.9560668773565","","false"
"V939 Orionis","40.957080241089","","false"
"2MASS J05352413-0450089","41.1074240557591","","false"
"Parenago 1779","41.1393995497321","","false"
"Running Man Sector BQ-Y d14","41.1673770076198","","false"
"2MASS J05334188-0508170","41.1912815980214","","false"
"Schirra","41.1977533709364","","false"
"V2120 Orionis","41.21989905525","","false"
"V2115 Orionis","41.2526751026524","","false"
"2MASS J05352126-0527386","41.2817467797512","","false"
"Running Man Sector BQ-Y d12","41.3019795606094","","false"
"2MASS J05353438-0605427","41.3125118192116","","false"
"Running Man Sector FW-W d1-4","41.3254045654728","","false"
"2MASS J05341189-0506162","41.3448365314521","","false"
"2MASS J05353092-0555423","41.3536340225983","","false"
"2MASS J05341714-0538168","41.356562168234","","false"
"V1898 Orionis","41.3595491354476","","false"
"2MASS J05351836-0524267","41.3847939692226","","false"
"H97b 9112","41.389171005983","","false"
"V2094 Orionis","41.394786148892","","false"
"V2566 Orionis","41.431678512643","","false"
"Running Man Sector DL-Y d13","41.4435445252032","","false"
"2MASS J05341205-0617023","41.4477857709251","","false"
"Running Man Sector GB-X c1-10","41.4622145377571","","false"
"KZ Orionis","41.468267235321","","false"
"Running Man Sector ZP-O b6-0","41.5311559442125","","false"
"2MASS J05333644-0449490","41.5621945477498","","false"
"V745 Orionis","41.6826037229562","","false"
"Parenago 2008","41.7003236460762","","false"
"Parenago 2055","41.711293809351","","false"
"2MASS J05350312-0509170","41.7377999577421","","false"
"2MASS J05361878-0512182","41.7464795484302","","false"
"V2297 Orionis","41.7943369556511","","false"
"Running Man Sector PI-T c3-1","41.7961594564919","","false"
"2MASS J05343903-0455288","41.8127685903182","","false"
"2MASS J05351317-0522210","41.8370747102674","","false"
"Parenago 1213","41.8371447363166","","false"
"2MASS J05354872-0519274","41.8451502753007","","false"
"V1900 Orionis","41.8525826189376","","false"
"Haro 4-411","41.8602702638492","","false"
"Running Man Sector GW-W c1-9","41.9091861387513","","false"
"V1536 Orionis","41.9356137802346","","false"
"PMD2009 90","42.0074165698749","","false"
"2MASS J05344802-0526414","42.018167108853","","false"
"2MASS J05350391-0528087","42.0246161121669","","false"
"2MASS J05362413-0631495","42.0516911260713","","false"
"CXOONC J053517.5-052145","42.0671199171633","","false"
"AS Orionis","42.0706831750151","","false"
"V579 Orionis","42.15792945135","","false"
"Newton","42.1777071967526","","false"
"2MASS J05350136-0524132","42.1900693662028","","false"
"2MASS J05362557-0518419","42.2132907277139","","false"
"HD 37526","42.2241507463442","","false"
"2MASS J05351846-0524068","42.278674625927","","false"
"2MASS J05350723-0526385","42.2953828929648","","false"
"V2191 Orionis","42.2957061391875","","false"
"Parenago 1914","42.3611933628528","","false"
"2MASS J05351352-0527286","42.3870511993345","","false"
"V1433 Orionis","42.4617704897594","","false"
"2MASS J05352921-0616297","42.4856938237744","","false"
"2MASS J05350208-0447308","42.4932899114672","","false"
"2MASS J05342743-0500263","42.5059968195665","","false"
"V2175 Orionis","42.512923127121","","false"
"V425 Orionis","42.5171380886579","","false"
"2MASS J05350451-0555255","42.5218119579528","","false"
"2MASS J05353534-0511114","42.6022322808618","","false"
"2MASS J05345816-0526350","42.6084095279324","","false"
"2MASS J05352205-0528104","42.6547046423369","","false"
"WW Orionis","42.7036481169935","","false"
"V2228 Orionis","42.716543926212","","false"
"V2229 Orionis","42.7229903711105","","false"
"AL Orionis","42.7265103594946","","false"
"V786 Orionis","42.7387137879698","","false"
"2MASS J05362100-0527340","42.7460478801842","","false"
"2MASS J05352115-0518213","42.7535977104559","","false"
"2MASS J05334918-0523023","42.8311660950586","","false"
"2MASS J05344083-0528095","42.8522739514778","","false"
"2MASS J05344248-0522462","42.9738974189565","","false"
"2MASS J05354587-0605388","43.0393851242673","","false"
"H97b 20087","43.0665931472702","","false"
"MAX 53","43.1001853425539","","false"
"V2123 Orionis","43.1059400815305","","false"
"2MASS J05352501-0509095","43.1084886869744","","false"
"WDS J05353-0525Ba","43.1110597940076","","false"
"Cunningham","43.1348494187125","","false"
"2MASS J05352538-0551087","43.1404523946203","","false"
"2MASS J05370913-0519319","43.1509659147394","","false"
"V1967 Orionis","43.1512940673568","","false"
"VZ Orionis","43.1557634838616","","false"
"V2151 Orionis","43.1866633421129","","false"
"2MASS J05351569-0528155","43.412031652383","","false"
"Running Man Sector EB-X c1-6","43.4205789883956","","false"
"V401 Orionis","43.4243235410755","","false"
"V2142 Orionis","43.4616165066947","","false"
"V2547 Orionis","43.5256524577748","","false"
"Nikolayev","43.5698187001335","","false"
"2MASS J05352099-0533397","43.5754778014539","","false"
"H97b 20127","43.5827607116621","","false"
"V1456 Orionis","43.6214853526906","","false"
"2MASS J05352054-0524208","43.6552209971786","","false"
"KP Orionis","43.6784012341913","","false"
"V1568 Orionis","43.6935126406083","","false"
"V1761 Orionis","43.7254618686298","","false"
"Shatalov","43.7619291772255","","false"
"Running Man Sector GW-W c1-0","43.7845622408744","","false"
"2MASS J05364042-0517552","43.7852201982872","","false"
"V2152 Orionis","43.802267885065","","false"
"V2030 Orionis","43.8112406202735","","false"
"2MASS J05363017-0553099","43.8414891612386","","false"
"V1347 Orionis","43.845264585386","","false"
"H97b 20107","43.8454761777085","","false"
"Running Man Sector IR-W d1-10","43.8570453825551","","false"
"V2277 Orionis","43.9237064941872","","false"
"Beregovoy","43.9315096378727","","false"
"2MASS J05350405-0532188","43.9430673037568","","false"
"2MASS J05365424-0532183","43.9551773649874","","false"
"OU Orionis","43.9785991989286","","false"
"V2544 Orionis","43.9807086615825","","false"
"V378 Orionis","43.985349123316","","false"
"Hunter's Gap","43.9908659730915","","false"
"Anders","44.0546757237526","","false"
"Running Man Sector DL-Y d12","44.061192356483","","false"
"2MASS J05345560-0529375","44.064428149302","","false"
"2MASS J05351556-0509512","44.085698680241","","false"
"V1559 Orionis","44.2563996078533","","false"
"Running Man Sector EB-X c1-4","44.2643867855413","","false"
"2MASS J05352162-0526576","44.2734974688583","","false"
"Running Man Sector GB-X c1-4","44.296607693197","","false"
"V2044 Orionis","44.3241896605285","","false"
"V1550 Orionis","44.3262936923447","","false"
"V485 Orionis","44.3459191682279","","false"
"Running Man Sector JR-W c1-5","44.4049194909753","","false"
"2MASS J05351768-0524539","44.4206301487552","","false"
"V1755 Orionis","44.4594926239043","","false"
"V2304 Orionis","44.4975749865934","","false"
"PMD2009 32","44.5444936446975","","false"
"2MASS J05345230-0635087","44.5459076753971","","false"
"2MASS J05350201-0518341","44.6667565491944","","false"
"2MASS J05342807-0505218","44.6697735820879","","false"
"2MASS J05352016-0528416","44.7328659586551","","false"
"2MASS J05344449-0524384","44.7965670768978","","false"
"2MASS J05370624-0500026","44.8078907148339","","false"
"2MASS J05362516-0519133","44.8352452736683","","false"
"BC Orionis","44.8375322344462","","false"
"2MASS J05345483-0525125","44.9364134082817","","false"
"2MASS J05350660-0526509","44.9522424531024","","false"
"Running Man Sector EB-X c1-16","44.9530245263041","","false"
"Running Man Sector EB-X c1-5","44.9728325110005","","false"
"al-Khwarizmi","44.9886595953636","","false"
"Aryabhata","45.0195053213049","","false"
"V2327 Orionis","45.0204055297428","","false"
"Running Man Sector GW-W c1-5","45.0433601863249","","false"
"V2481 Orionis","45.0436528721029","","false"
"V2427 Orionis","45.0720018588314","","false"
"2MASS J05345045-0516296","45.1305614647658","","false"
"2MASS J05345311-0559550","45.1433156216122","","false"
"OV Orionis","45.1839339879232","","false"
"2MASS J05351820-0524302","45.1907091702764","","false"
"2MASS J05342650-0523239","45.2862531742526","","false"
"Parenago 1991","45.3273897949683","","false"
"2MASS J05332938-0507491","45.3313969217252","","false"
"Running Man Sector FW-W d1-3","45.3392378009931","","false"
"Running Man Sector EB-X c1-14","45.3534082580902","","false"
"OP Orionis","45.3621387592395","","false"
"Running Man Sector JR-W c1-6","45.4663981350513","","false"
"2MASS J05340474-0459123","45.5079191254116","","false"
"2MASS J05345359-0526371","45.602016899612","","false"
"Running Man Sector BL-O b6-0","45.6724175686212","","false"
"2MASS J05344239-0512381","45.6789171999786","","false"
"2MASS J05352630-0527439","45.6825407705176","","false"
"2MASS J05351829-0528461","45.6974702698355","","false"
"Rickman","45.7241538159811","","false"
"2MASS J05343276-0458467","45.7694950779173","","false"
"Running Man Sector GW-W c1-1","45.8241053683812","","false"
"2MASS J05352083-0521300","45.8774799227519","","false"
"2MASS J05351115-0525321","45.8876217309745","","false"
"V1570 Orionis","46.0315257968656","","false"
"Yegorov","46.0993958406724","","false"
"Running Man Sector BQ-Y d15","46.157022251495","","false"
"2MASS J05352062-0524464","46.1646700173683","","false"
"PMD2009 77","46.2058382911456","","false"
"Running Man Sector BQ-Y d17","46.2120938411959","","false"
"V2610 Orionis","46.3344457113172","","false"
"V1483 Orionis","46.4276465824782","","false"
"V2611 Orionis","46.4706938900744","","false"
"Haro 4-98","46.5543302396512","","false"
"2MASS J05354178-0450277","46.5605075077044","","false"
"Running Man Sector BQ-Y d13","46.5690955899135","","false"
"V727 Orionis","46.5948922562871","","false"
"AR Orionis","46.6018814165533","","false"
"V2504 Orionis","46.6068371124345","","false"
"V1741 Orionis","46.632518663214","","false"
"2MASS J05343996-0450476","46.6352305297454","","false"
"AO Orionis","46.6739542765824","","false"
"V2184 Orionis","46.6903237097902","","false"
"2MASS J05351794-0525061","46.6990552132749","","false"
"Running Man Sector DL-Y d10","46.7308199291431","","false"
"Running Man Sector GW-W c1-6","46.8536305456952","","false"
"V2614 Orionis","46.8638840986585","","false"
"RZ Orionis","47.0112187408495","","false"
"2MASS J05361315-0625411","47.0132232894374","","false"
"2MASS J05345603-0438120","47.0223205808954","","false"
"WY Orionis","47.0315095507788","","false"
"Running Man Sector EB-X c1-3","47.121000327614","","false"
"Running Man Sector JR-W c1-4","47.1455214767267","","false"
"V1749 Orionis","47.2831811403378","","false"
"2MASS J05350504-0432334","47.2912043387827","","false"
"2MASS J05364947-0457483","47.2943223832153","","false"
"2MASS J05351165-0531011","47.4762070344188","","false"
"Running Man Sector DW-M b7-0","47.5554466682051","","false"
"V1556 Orionis","47.5719644000014","","false"
"HD 36560","47.5906413134452","","false"
"2MASS J05343057-0433519","47.6137720524482","","false"
"2MASS J05345233-0530080","47.6226725973302","","false"
"H97b 20128","47.6331501392413","","false"
"V400 Orionis","47.9478374610107","","false"
"AA Orionis","47.9964191372648","","false"
"V2129 Orionis","48.0033161289405","","false"
"Running Man Sector FW-W d1-5","48.0050961650167","","false"
"V2064 Orionis","48.0147478971305","","false"
"HR 1918","48.0586697921145","","false"
"Running Man Sector VZ-O b6-0","48.1184756129338","","false"
"Running Man Sector JR-W c1-1","48.1399428911429","","false"
"V1481 Orionis","48.1582880003536","","false"
"2MASS J05350136-0524132","48.1921811928553","","false"
"V1455 Orionis","48.2041860701693","","false"
"V2323 Orionis","48.2200664110648","","false"
"V1502 Orionis","48.2243495614508","","false"
"2MASS J05370396-0616405","48.273684682366","","false"
"AK Orionis","48.3449620080779","","false"
"2MASS J05335457-0514155","48.3463456801546","","false"
"2MASS J05350279-0623599","48.4077832229746","","false"
"V1486 Orionis","48.4446567293546","","false"
"V2322 Orionis","48.4775741483884","","false"
"2MASS J05352449-0628404","48.5365720681323","","false"
"V1543 Orionis","48.5419438475634","","false"
"Bessel","48.6391568401941","","false"
"2MASS J05351073-0526280","48.6802485774518","","false"
"Haro 4-205","48.7184393030503","","false"
"VY Orionis","48.7987936902645","","false"
