"Name","Distance (LY)","Controlling Faction","Needs Permit"
"2MASS J05344351-0451364","21.8254796625412","","false"
"LX Orionis","21.8793299286107","","false"
"V1956 Orionis","21.9442875895414","","false"
"V2417 Orionis","21.9454668582147","","false"
"TV Orionis","21.9540091014147","","false"
"V1313 Orionis","21.9799935665937","","false"
"2MASS J05343487-0611259","22.0066129975742","","false"
"SU Orionis","22.021518240689","","false"
"2MASS J05355307-0550413","22.0415312889667","","false"
"2MASS J05370321-0521361","22.0465815448223","","false"
"2MASS J05350642-0527048","22.1023453930799","","false"
"2MASS J05354661-0522243","22.1615605412841","","false"
"2MASS J05341487-0514183","22.2276265672361","","false"
"V1528 Orionis","22.2333812585378","","false"
"LW Orionis","22.2526552137604","","false"
"2MASS J05351185-0632452","22.2648738908398","","false"
"V357 Orionis","22.3261294157205","","false"
"LL Orionis","22.3544336346283","","false"
"2MASS J05345812-0437187","22.355547584716","","false"
"V1477 Orionis","22.3832256179153","","false"
"Haro 4-380","22.3913391808641","","false"
"V1463 Orionis","22.401193641467","","false"
"2MASS J05335308-0535152","22.441025140911","","false"
"2MASS J05345506-0525294","22.4669027404758","","false"
"V790 Orionis","22.4928156932942","","false"
"2MASS J05334896-0517531","22.4982855249572","","false"
"V1220 Orionis","22.5409566470126","","false"
"2MASS J05350404-0528206","22.5616559745179","","false"
"V2007 Orionis","22.5619373198535","","false"
"V1924 Orionis","22.56563776658","","false"
"PMD2009 72","22.6126952036903","","false"
"V559 Orionis","22.6228417478883","","false"
"2MASS J05342207-0501342","22.6252158138878","","false"
"LM Orionis","22.6502147133863","","false"
"V1137 Orionis","22.6530170107096","","false"
"V1970 Orionis","22.6604306487653","","false"
"2MASS J05352567-0457183","22.6716757830669","","false"
"2MASS J05362940-0615448","22.6727741465397","","false"
"Scott Carpenter","22.7079367320107","","false"
"V2605 Orionis","22.7203188935587","","false"
"V1939 Orionis","22.723155521956","","false"
"V414 Orionis","22.7474672353869","","false"
"V1601 Orionis","22.833487777002","","false"
"SX Orionis","22.8384698069945","","false"
"V501 Orionis","22.8724810771591","","false"
"Glenn","22.8796742150648","","false"
"V385 Orionis","22.897956377153","","false"
"V2311 Orionis","22.9553745068557","","false"
"V2472 Orionis","22.9569484987661","","false"
"2MASS J05350560-0518248","23.0320980169523","","false"
"2MASS J05351146-0544183","23.0529705922035","","false"
"2MASS J05352066-0525106","23.0533306636482","","false"
"V2414 Orionis","23.0720254718783","","false"
"V487 Orionis","23.0807854339925","","false"
"OW94 183-439","23.1060099392452","","false"
"V2718 Orionis","23.1237541894153","","false"
"V580 Orionis","23.1433204456491","","false"
"V2023 Orionis","23.1540780020497","","false"
"2MASS J05353002-0434276","23.2029303443013","","false"
"2MASS J05340041-0436150","23.216646943788","","false"
"V1673 Orionis","23.2602673901763","","false"
"2MASS J05344865-0524566","23.2699007572014","","false"
"Running Man Sector CQ-Y d21","23.355146983588","","false"
"V377 Orionis","23.4105887167004","","false"
"V2650 Orionis","23.4338538830577","","false"
"V408 Orionis","23.527265598928","","false"
"V1726 Orionis","23.580563367952","","false"
"V573 Orionis","23.5813502184459","","false"
"2MASS J05332258-0532400","23.5832137069993","","false"
"2MASS J05345359-0526371","23.586546913707","","false"
"Parenago 1738","23.6253306855163","","false"
"2MASS J05360086-0442588","23.6350218492072","","false"
"V2525 Orionis","23.6572613720397","","false"
"V568 Orionis","23.6813151556243","","false"
"2MASS J05354684-0605075","23.7644898233162","","false"
"2MASS J05350093-0448188","23.8226069430384","","false"
"V1414 Orionis","23.8305787671009","","false"
"Running Man Sector CQ-Y d15","23.8371345672042","","false"
"V356 Orionis","23.8416201538926","","false"
"2MASS J05351404-0525499","23.8724434167829","","false"
"2MASS J05353652-0534193","23.9194203917026","","false"
"V475 Orionis","23.9214412517829","","false"
"V991 Orionis","23.9376019906443","","false"
"Parenago 2242","23.9537925950673","","false"
"V1582 Orionis","24.0389292021816","","false"
"V1729 Orionis","24.1416717006093","","false"
"H97b 20075","24.1728193496849","","false"
"2MASS J05352013-0528098","24.1958561147358","","false"
"PMD2009 183","24.2186895160535","","false"
"2MASS J05344563-0526553","24.2407359882079","","false"
"2MASS J05350243-0520465","24.2823761000134","","false"
"2MASS J05352232-0533559","24.3376516751822","","false"
"JW 222","24.3482826332269","","false"
"V2155 Orionis","24.4214501322608","","false"
"Haro 4-221","24.432364390036","","false"
"Tombaugh","24.4480675680615","","false"
"V2187 Orionis","24.4924454232831","","false"
"V858 Orionis","24.5045236576331","","false"
"NW Orionis","24.5511861666091","","false"
"YY Orionis","24.5530754820043","","false"
"Running Man Sector CQ-Y d11","24.5789544122609","","false"
"2MASS J05345073-0527010","24.5791332040514","","false"
"2MASS J05345142-0528568","24.586105069734","","false"
"V1725 Orionis","24.6623685374094","","false"
"2MASS J05354825-0511103","24.752544850227","","false"
"2MASS J05364091-0558026","24.7534128013189","","false"
"V574 Orionis","24.8024617603777","","false"
"V1773 Orionis","24.8439072322069","","false"
"V1276 Orionis","24.8786507999329","","false"
"V2059 Orionis","24.880868497452","","false"
"V1947 Orionis","24.9288440491131","","false"
"V496 Orionis","24.9609264964764","","false"
"2MASS J05344695-0552204","24.9670681536199","","false"
"2MASS J05351282-0539077","24.982611140051","","false"
"2MASS J05352072-0526157","24.9941594740151","","false"
"2MASS J05350783-0434522","25.0200700688467","","false"
"2MASS J05334064-0559282","25.1086700663337","","false"
"Running Man Sector CQ-Y d19","25.1185664959707","","false"
"V1457 Orionis","25.1306352511233","","false"
"Running Man Sector CQ-Y d16","25.1958926774286","","false"
"2MASS J05344184-0534299","25.2467123478484","","false"
"2MASS J05335450-0532003","25.2725185787349","","false"
"2MASS J05345458-0456053","25.2846876525596","","false"
"2MASS J05345805-0529405","25.2938588767116","","false"
"V1466 Orionis","25.3253825242581","","false"
"2MASS J05345738-0530339","25.3286599650475","","false"
"V1971 Orionis","25.3307033311355","","false"
"2MASS J05352207-0528556","25.3310117494347","","false"
"V2560 Orionis","25.3327272576898","","false"
"Parenago 1726","25.3894278563933","","false"
"Legacy","25.3942737762867","","false"
"2MASS J05344829-0507133","25.4476523045349","","false"
"2MASS J05352005-0525140","25.4517965046183","","false"
"2MASS J05360133-0537333","25.5084238536998","","false"
"2MASS J05351463-0516461","25.5328564366093","","false"
"T Orionis","25.6122109854362","","false"
"V1340 Orionis","25.6322207814208","","false"
"Borman","25.6982185666633","","false"
"2MASS J05351979-0514053","25.7094074768848","","false"
"V2365 Orionis","25.7571288675582","","false"
"2MASS J05343581-0536458","25.7691827819588","","false"
"2MASS J05351294-0528498","25.8090380547687","","false"
"Running Man Sector EB-X c1-12","25.8463382923965","","false"
"Running Man Sector CQ-Y d10","25.9125256270978","","false"
"V1567 Orionis","25.9250346552324","","false"
"2MASS J05363933-0630111","25.9413024321255","","false"
"2MASS J05340971-0448463","25.9988168300502","","false"
"2MASS J05333771-0433491","26.1042456436688","","false"
"V719 Orionis","26.1752656385757","","false"
"V2219 Orionis","26.2402697740038","","false"
"2MASS J05351088-0528007","26.2552078167361","","false"
"2MASS J05351222-0427116","26.2680555463761","","false"
"V976 Orionis","26.2701931259555","","false"
"V2062 Orionis","26.3380591421426","","false"
"2MASS J05352547-0534028","26.3843474253676","","false"
"2MASS J05343399-0619494","26.4466222441544","","false"
"V2602 Orionis","26.4743758779126","","false"
"V2148 Orionis","26.5743723467743","","false"
"V832 Orionis","26.5922810992683","","false"
"Parenago 1914","26.5950903011251","","false"
"2MASS J05352162-0526576","26.6212035145389","","false"
"V1102 Orionis","26.6535205226252","","false"
"V2539 Orionis","26.6628618704932","","false"
"V1118 Orionis","26.6870242931841","","false"
"Running Man Sector EB-X c1-13","26.6960246923582","","false"
"2MASS J05354130-0538329","26.7411090656783","","false"
"V1110 Orionis","26.7524823614557","","false"
"2MASS J05345560-0529375","26.902329853797","","false"
"2MASS J05343321-0427131","26.9344183272073","","false"
"2MASS J05333571-0509235","26.9844609509343","","false"
"V550 Orionis","27.0162892124825","","false"
"2MASS J05350810-0530224","27.0379688181731","","false"
"V1588 Orionis","27.047592603132","","false"
"2MASS J05344244-0543255","27.0495241697983","","false"
"2MASS J05345143-0513295","27.1394870587581","","false"
"2MASS J05332876-0526100","27.182506725374","","false"
"V1901 Orionis","27.2732304937002","","false"
"2MASS J05344929-0518555","27.2894460769635","","false"
"V1691 Orionis","27.3279597264871","","false"
"V2145 Orionis","27.3854681754302","","false"
"V2086 Orionis","27.4369661109788","","false"
"2MASS J05353217-0511579","27.4534229138645","","false"
"2MASS J05353253-0502098","27.4730158803598","","false"
"HD 36235","27.4841929001926","","false"
"V2079 Orionis","27.5288378625488","","false"
"JW 377","27.55229402881","","false"
"V2020 Orionis","27.5915556885164","","false"
"2MASS J05363971-0540267","27.6313093756431","","false"
"NSV 2123","27.7228365082381","","false"
"V1497 Orionis","27.7759239832809","","false"
"V547 Orionis","27.8017711047786","","false"
"V1493 Orionis","27.8539894191568","","false"
"V409 Orionis","27.8573549814497","","false"
"Bykovsky","27.8600892014455","","false"
"V1436 Orionis","27.8680274351272","","false"
"2MASS J05344686-0530197","27.8713212258587","","false"
"2MASS J05351885-0444100","27.8807974632631","","false"
"V2619 Orionis","27.8973600061457","","false"
"V389 Orionis","27.912128440205","","false"
"Running Man Sector CQ-Y d12","27.9268366114925","","false"
"V2521 Orionis","27.9286374365543","","false"
"V2554 Orionis","27.9327107192446","","false"
"Running Man Sector GW-W c1-2","27.9738123910113","","false"
"Tereshkova","27.9856617864399","","false"
"2MASS J05352841-0519021","27.9938260492381","","false"
"V2347 Orionis","28.0357960360501","","false"
"2MASS J05353992-0458392","28.0358657013655","","false"
"V1988 Orionis","28.1401695201895","","false"
"Le Verrier","28.1490522153944","","false"
"V388 Orionis","28.1552788400772","","false"
"2MASS J05351029-0519563","28.1845723257867","","false"
"2MASS J05350243-0520465","28.2076216983105","","false"
"2MASS J05343594-0515241","28.2193037044237","","false"
"2MASS J05340827-0426009","28.2238886517255","","false"
"Running Man Sector CQ-Y d20","28.2256186269672","","false"
"V847 Orionis","28.2307906205707","","false"
"2MASS J05352208-0524327","28.2460761932078","","false"
"2MASS J05353392-0614327","28.3356520956815","","false"
"2MASS J05362226-0555476","28.3374097098253","","false"
"2MASS J05340203-0444536","28.389967142901","","false"
"V1348 Orionis","28.4476973475007","","false"
"Haro 4-35","28.4498427884496","","false"
"2MASS J05333148-0609541","28.464770578076","","false"
"2MASS J05350343-0526100","28.472042894083","","false"
"2MASS J05351528-0524283","28.5004625784828","","false"
"2MASS J05352262-0514112","28.5072804571481","","false"
"V2352 Orionis","28.5458444326841","","false"
"V1446 Orionis","28.5978309929267","","false"
"2MASS J05352940-0438205","28.6158896528659","","false"
"2MASS J05351214-0531388","28.6301339555459","","false"
"V2394 Orionis","28.6392738702031","","false"
"V402 Orionis","28.6835679494811","","false"
"2MASS J05351525-0500334","28.7368346214836","","false"
"2MASS J05350309-0612234","28.7386016807099","","false"
"2MASS J05341377-0500041","28.8880517039485","","false"
"2MASS J05350161-0533380","28.9100673155131","","false"
"V2296 Orionis","28.9633894716675","","false"
"2MASS J05334319-0447143","28.9878409315872","","false"
"Parenago 1694","28.9894411003817","","false"
"V1962 Orionis","29.0015321524139","","false"
"2MASS J05344441-0526061","29.0443323591282","","false"
"V1007 Orionis","29.069219653269","","false"
"2MASS J05351319-0441544","29.0834937614964","","false"
"V2399 Orionis","29.0911820832361","","false"
"2MASS J05332561-0523541","29.1288221740942","","false"
"V2413 Orionis","29.1643711894325","","false"
"V2084 Orionis","29.2166108842641","","false"
"IS Orionis","29.2469783428562","","false"
"2MASS J05350727-0522266","29.2548406785099","","false"
"2MASS J05370649-0553573","29.2562927258821","","false"
"Parenago 1453","29.2647198538616","","false"
"2MASS J05345099-0517565","29.3202614990897","","false"
"2MASS J05343875-0608229","29.3465453940068","","false"
"Running Man Sector CQ-Y d13","29.3636946329988","","false"
"2MASS J05351548-0535118","29.4492578694693","","false"
"2MASS J05352804-0517202","29.4700092519921","","false"
"2MASS J05354509-0451418","29.493808937216","","false"
"V1128 Orionis","29.4948022433615","","false"
"V2524 Orionis","29.5505558587736","","false"
"HR 1906","29.5628633698598","","false"
"Running Man Sector KH-V c2-0","29.5729533579671","","false"
"V2168 Orionis","29.6167907929776","","false"
"2MASS J05361975-0514386","29.6847696112838","","false"
"Komarov","29.7181092202213","","false"
"V2026 Orionis","29.7891352362736","","false"
"Brahe","29.8255998472788","","false"
"V1708 Orionis","29.8377939082718","","false"
"Haro 4-121","29.839839403472","","false"
"2MASS J05345073-0527010","29.8661892080744","","false"
"2MASS J05342381-0508159","29.8665325343435","","false"
"V1982 Orionis","29.8720742552723","","false"
"Cl* NGC 1981 AR 131","29.8759152579465","","false"
"V1423 Orionis","29.94076182648","","false"
"2MASS J05354912-0453064","29.9559735539091","","false"
"V1479 Orionis","30.0089179453375","","false"
"V2397 Orionis","30.0611031380254","","false"
"V2320 Orionis","30.0922734580656","","false"
"2MASS J05351382-0527368","30.0942692063207","","false"
"V1555 Orionis","30.1732303230032","","false"
"Running Man Sector EB-X c1-1","30.2465293721858","","false"
"2MASS J05355676-0519579","30.2466908055658","","false"
"2MASS J05352012-0526041","30.2741703540328","","false"
"Running Man Sector CQ-Y d22","30.3362825517976","","false"
"V1437 Orionis","30.3928702576772","","false"
"Running Man Sector GB-X c1-15","30.4049813455789","","false"
"2MASS J05352158-0532459","30.432606767865","","false"
"V1743 Orionis","30.4842588734334","","false"
"WDS J05353-0522Ja,Jb","30.4880387662522","","false"
"V2328 Orionis","30.4930992449521","","false"
"2MASS J05350303-0459597","30.5290269149706","","false"
"V1339 Orionis","30.530738224984","","false"
"Running Man Sector GB-X c1-12","30.5497161402524","","false"
"V575 Orionis","30.5582978961934","","false"
"2MASS J05345334-0533094","30.5626597644086","","false"
"2MASS J05360738-0530274","30.5813145053479","","false"
"2MASS J05353437-0526596","30.6417524333629","","false"
"2MASS J05351900-0525028","30.6555332485018","","false"
"2MASS J05354458-0532557","30.6656777042755","","false"
"OW94 200-431","30.6958046298676","","false"
"PMD2009 54","30.7695091821839","","false"
"V1589 Orionis","30.774602708646","","false"
"Ptolemy","30.8543706385335","","false"
"2MASS J05334797-0527385","30.8744622928886","","false"
"Running Man Sector GB-X c1-7","30.8968482919375","","false"
"H97b 10606","30.9442700925793","","false"
"V1603 Orionis","30.9852693075677","","false"
"V782 Orionis","31.0662409719135","","false"
"2MASS J05364836-0514166","31.0727630178344","","false"
"2MASS J05355809-0614508","31.0745386631081","","false"
"V1941 Orionis","31.09393844164","","false"
"V1594 Orionis","31.1775723176934","","false"
"2MASS J05334067-0500463","31.1876565627333","","false"
"V1176 Orionis","31.1937775495771","","false"
"V406 Orionis","31.2227850245218","","false"
"Sagan","31.227288622093","","false"
"V2075 Orionis","31.2312131028399","","false"
"2MASS J05361378-0550294","31.2441869593369","","false"
"V2545 Orionis","31.3363806142318","","false"
"V1290 Orionis","31.3617065961819","","false"
"AP Orionis","31.4167737343445","","false"
"V2502 Orionis","31.4181258641011","","false"
"Galileo","31.4759642922183","","false"
"2MASS J05342693-0618510","31.4948377466451","","false"
"V1972 Orionis","31.4994264580722","","false"
"2MASS J05351741-0530467","31.5111587378186","","false"
"2MASS J05354267-0525450","31.5243116746821","","false"
"Running Man Sector GB-X c1-13","31.5627165834153","","false"
"V1981 Orionis","31.5773325296406","","false"
"2MASS J05355024-0633356","31.5810279776482","","false"
"Running Man Sector DL-Y d1","31.6086142085904","","false"
"BD-06 1230","31.6252624742072","","false"
"Running Man Sector BQ-Y d16","31.6885015867349","","false"
"2MASS J05352138-0509422","31.8143724890968","","false"
"2MASS J05344765-0531117","31.8316801217749","","false"
"2MASS J05361703-0543144","31.8383060852018","","false"
"V1478 Orionis","31.868764708763","","false"
"V2235 Orionis","31.8805142289142","","false"
"2MASS J05352641-0555266","31.8855527874694","","false"
"V2061 Orionis","31.8981686631459","","false"
"2MASS J05353061-0439000","31.923752545127","","false"
"2MASS J05353071-0524312","31.9664741369767","","false"
"Haro 4-386","31.972415479011","","false"
"Running Man Sector GB-X c1-16","32.0000762938544","","false"
"2MASS J05350734-0529408","32.033155431131","","false"
"2MASS J05364455-0602091","32.0601241809822","","false"
"V2006 Orionis","32.0772687720604","","false"
"Hawking's Reach","32.0907222281612","","false"
"2MASS J05344449-0524384","32.0946171986051","","false"
"V1617 Orionis","32.1111807582266","","false"
"V1420 Orionis","32.1309728153771","","false"
"V1464 Orionis","32.1546859434982","","false"
"V2080 Orionis","32.1809611076565","","false"
"2MASS J05344315-0627146","32.2420805441042","","false"
"V1922 Orionis","32.2425802995821","","false"
"2MASS J05352223-0528364","32.2430951910638","","false"
"V2499 Orionis","32.2748511324994","","false"
"2MASS J05351073-0526280","32.2824902956309","","false"
"V2170 Orionis","32.2939078523334","","false"
"V2539 Orionis","32.2952232584403","","false"
"V2400 Orionis","32.34984845888","","false"
"Running Man Sector DL-Y d15","32.3846058384613","","false"
"2MASS J05371887-0609411","32.406747223765","","false"
"2MASS J05352631-0449263","32.4352269193927","","false"
"Running Man Sector CQ-Y d17","32.4407813850869","","false"
"V1317 Orionis","32.4426928646883","","false"
"2MASS J05351922-0527318","32.4572134220577","","false"
"2MASS J05334833-0522393","32.4837850174899","","false"
"Running Man Sector GW-W c1-16","32.4872571172144","","false"
"V2081 Orionis","32.4929980438094","","false"
"2MASS J05333439-0613526","32.5331261466678","","false"
"2MASS J05351294-0528498","32.5342517827366","","false"
"2MASS J05335210-0530284","32.5733097460559","","false"
"H97b 720","32.5733547167006","","false"
"2MASS J05353461-0515528","32.5842807433661","","false"
"V2624 Orionis","32.5857792267194","","false"
"2MASS J05361987-0513064","32.6072449292331","","false"
"2MASS J05350101-0524103","32.6425659128537","","false"
"Running Man Sector DL-Y d17","32.6608698885226","","false"
"2MASS J05345345-0429094","32.6678807039499","","false"
"2MASS J05345152-0603443","32.6684038388012","","false"
"V2073 Orionis","32.6859016100597","","false"
"2MASS J05351250-0448214","32.6923395079031","","false"
"2MASS J05342025-0558156","32.7063760030059","","false"
"V828 Orionis","32.7279416410886","","false"
"2MASS J05343753-0541173","32.7366683265875","","false"
"PMD2009 11","32.7657702965305","","false"
"V1315 Orionis","32.8533971321841","","false"
"V2380 Orionis","32.8628928513985","","false"
"V2267 Orionis","32.8697417372726","","false"
"2MASS J05351602-0550448","32.870306223855","","false"
"MLLA 90","33.0013316492683","","false"
"OQ Orionis","33.0172480966388","","false"
"2MASS J05343128-0528548","33.085412665554","","false"
"2MASS J05345386-0623526","33.0976449549284","","false"
"IT Orionis","33.1527154100912","","false"
"V1547 Orionis","33.2474299993624","","false"
"2MASS J05352192-0528273","33.2643589766134","","false"
"2MASS J05345745-0456454","33.304891837574","","false"
"2MASS J05343773-0602336","33.3473814798479","","false"
"V2066 Orionis","33.3936482311756","","false"
"V1175 Orionis","33.3967333264048","","false"
"V2149 Orionis","33.4121545296394","","false"
"2MASS J05344634-0429028","33.4261955190087","","false"
"2MASS J05350642-0527048","33.5367248559322","","false"
"V850 Orionis","33.5442949927778","","false"
"V2386 Orionis","33.5664278427866","","false"
"2MASS J05345636-0533404","33.5695552407609","","false"
"2MASS J05363287-0612375","33.6119572752763","","false"
"2MASS J05350584-0527016","33.6273814212466","","false"
"2MASS J05343048-0521560","33.6448593770282","","false"
"JW 566","33.6680283475659","","false"
"V424 Orionis","33.670334216488","","false"
"2MASS J05360658-0631430","33.6756849642661","","false"
"2MASS J05345675-0526372","33.7332134179357","","false"
"2MASS J05351853-0518205","33.7946608440224","","false"
"CXOONC J053518.8-052222","33.8667684878924","","false"
"2MASS J05362928-0453510","33.8763981491908","","false"
"2MASS J05351188-0519261","33.8816442976503","","false"
"2MASS J05354205-0512595","33.8832006909398","","false"
"2MASS J05352240-0508051","33.9044066319188","","false"
"V802 Orionis","33.920561495758","","false"
"V2527 Orionis","33.9583269427397","","false"
"V1996 Orionis","33.9670969008981","","false"
